cpcv2,description,common_name,display_name,es_name,fr_name,pt_name,ar_name,aliases,hs2012,scientific_name,per_country_aliases
P4843,"Time of day recording apparatus, apparatus for measuring, recording or otherwise indicating intervals of time, and time switches, with clock or watch movement or with synchronous motor",,"Time of day recording apparatus, apparatus for measuring, re...",,,,,[],,,[]
P48430,"Time of day recording apparatus, apparatus for measuring, recording or otherwise indicating intervals of time, and time switches, with clock or watch movement or with synchronous motor",,"Time of day recording apparatus, apparatus for measuring, re...",,,,,[],"['9106.10', '9106.90', '9107.00']",,[]
P4844,Watch or clock movements,,Watch or clock movements,,,,,[],,,[]
P48440,Watch or clock movements,,Watch or clock movements,,,,,[],"['9108.11', '9108.12', '9108.19', '9108.20', '9108.90', '9109.10', '9109.90', '9110.11', '9110.12', '9110.19', '9110.90']",,[]
P4849,"Other watch or clock parts (including jewels, cases and metal watch bands)",,"Other watch or clock parts (including jewels, cases and meta...",,,,,[],,,[]
P48490,"Other watch or clock parts (including jewels, cases and metal watch bands)",,"Other watch or clock parts (including jewels, cases and meta...",,,,,[],"['9111.10', '9111.20', '9111.80', '9111.90', '9112.20', '9112.90', '9113.10', '9113.20', '9114.10', '9114.30', '9114.40', '9114.90']",,[]
P49,Transport equipment,,Transport equipment,,,,,[],,,[]
P491,"Motor vehicles, trailers and semi-trailers; parts and accessories thereof",,"Motor vehicles, trailers and semi-trailers; parts and access...",,,,,[],,,[]
P4911,Motor vehicles,,Motor vehicles,,,,,[],,,[]
P49111,Road tractors for semi-trailers,,Road tractors for semi-trailers,,,,,[],['8701.20'],,[]
P49112,Public-transport type passenger motor vehicles,,Public-transport type passenger motor vehicles,,,,,[],"['8702.10', '8702.90']",,[]
P49113,"Motor cars and other motor vehicles principally designed for the transport of persons (except public-transport type vehicles, vehicles specially designed for travelling on snow, and golf cars and similar vehicles)",,Motor cars and other motor vehicles principally designed for...,,,,,[],"['8703.21', '8703.22', '8703.23', '8703.24', '8703.31', '8703.32', '8703.33', '8703.90']",,[]
P49114,Motor vehicles n.e.c. for the transport of goods,,Motor vehicles n.e.c. for the transport of goods,,,,,[],"['8704.21', '8704.22', '8704.23', '8704.31', '8704.32', '8704.90']",,[]
P49115,Crane lorries,,Crane lorries,,,,,[],['8705.10'],,[]
P49116,"Motor vehicles, for the transport of persons, specially designed for travelling on snow; golf cars and similar vehicles",,"Motor vehicles, for the transport of persons, specially desi...",,,,,[],['8703.10'],,[]
P49119,Special-purpose motor vehicles n.e.c.,,Special-purpose motor vehicles n.e.c.,,,,,[],"['8705.20', '8705.30', '8705.40', '8705.90']",,[]
P4912,Parts and accessories n.e.c. of motor vehicles,,Parts and accessories n.e.c. of motor vehicles,,,,,[],,,[]
P49121,"Chassis fitted with engines, for motor vehicles",,"Chassis fitted with engines, for motor vehicles",,,,,[],['8706.00'],,[]
P49129,"Other parts and accessories n.e.c. of motor vehicles (including brakes, gear boxes, axles, road wheels, suspension shock absorbers, radiators, silencers, exhaust pipes, clutches, steering wheels, steering columns, steering boxes, and parts thereof)",,Other parts and accessories n.e.c. of motor vehicles (includ...,,,,,[],"['8708.10', '8708.30', '8708.40', '8708.50', '8708.70', '8708.80', '8708.91', '8708.92', '8708.93', '8708.94', '8708.95', '8708.99']",,[]
P492,Bodies (coachwork) for motor vehicles; trailers and semi-trailers; parts and accessories thereof,,Bodies (coachwork) for motor vehicles; trailers and semi-tra...,,,,,[],,,[]
P4921,Bodies for motor vehicles,,Bodies for motor vehicles,,,,,[],,,[]
P49210,Bodies for motor vehicles,,Bodies for motor vehicles,,,,,[],"['8707.10', '8707.90']",,[]
P4922,Trailers and semi-trailers; containers,,Trailers and semi-trailers; containers,,,,,[],,,[]
P49221,Containers specially designed and equipped for carriage by one or more modes of transport,,Containers specially designed and equipped for carriage by o...,,,,,[],['8609.00'],,[]
P49222,"Trailers and semi-trailers of the caravan type, for housing or camping",,"Trailers and semi-trailers of the caravan type, for housing ...",,,,,[],['8716.10'],,[]
P49229,"Other trailers and semi-trailers (including trailers and semi-trailers for the transport of goods), except self-loading or self-unloading trailers or semi-trailers for agricultural purposes",,Other trailers and semi-trailers (including trailers and sem...,,,,,[],"['8716.31', '8716.39', '8716.40']",,[]
P4923,Parts for the goods of classes 4921 and 4922,,Parts for the goods of classes 4921 and 4922,,,,,[],,,[]
P49231,Parts and accessories for the goods of subclass 49210,,Parts and accessories for the goods of subclass 49210,,,,,[],"['8708.21', '8708.29']",,[]
P49232,"Parts of trailers and semi-trailers; parts of other vehicles, not mechanically propelled",,Parts of trailers and semi-trailers; parts of other vehicles...,,,,,[],['8716.90'],,[]
P493,Ships,,Ships,,,,,[],,,[]
P4931,Commercial ships and warships,,Commercial ships and warships,,,,,[],,,[]
P49311,"Cruise ships, excursion boats and similar vessels, principally designed for the transport of persons; ferry boats of all kinds",,"Cruise ships, excursion boats and similar vessels, principal...",,,,,[],['8901.10'],,[]
P49312,Tankers (ships),,Tankers (ships),,,,,[],['8901.20'],,[]
P49313,"Refrigerator vessels (ships), except tankers",,"Refrigerator vessels (ships), except tankers",,,,,[],['8901.30'],,[]
P49314,Other vessels for the transport of goods and other vessels for the transport of both persons and goods,,Other vessels for the transport of goods and other vessels f...,,,,,[],['8901.90'],,[]
P49315,Fishing vessels; factory ships and other vessels for processing or preserving fishery products,,Fishing vessels; factory ships and other vessels for process...,,,,,[],['8902.00'],,[]
P49316,Tugs and pusher craft,,Tugs and pusher craft,,,,,[],['8904.00'],,[]
P49319,"Other vessels (including light-vessels, fire-floats, dredgers, floating cranes, floating docks, warships and lifeboats other than rowing boats), except floating or submersible drilling or production platforms",,"Other vessels (including light-vessels, fire-floats, dredger...",,,,,[],"['8905.10', '8905.90', '8906.10', '8906.90']",,[]
P4932,Floating or submersible drilling or production platforms,,Floating or submersible drilling or production platforms,,,,,[],,,[]
P49320,Floating or submersible drilling or production platforms,,Floating or submersible drilling or production platforms,,,,,[],['8905.20'],,[]
P4939,Other floating structures,,Other floating structures,,,,,[],,,[]
P49390,Other floating structures,,Other floating structures,,,,,[],"['8907.10', '8907.90']",,[]
P494,Pleasure and sporting boats,,Pleasure and sporting boats,,,,,[],,,[]
P4941,"Sailboats (except inflatable), with or without auxiliary motor",,"Sailboats (except inflatable), with or without auxiliary mot...",,,,,[],,,[]
P49410,"Sailboats (except inflatable), with or without auxiliary motor",,"Sailboats (except inflatable), with or without auxiliary mot...",,,,,[],['8903.91'],,[]
P4949,Other vessels for pleasure or sports; rowing boats and canoes,,Other vessels for pleasure or sports; rowing boats and canoe...,,,,,[],,,[]
P49490,Other vessels for pleasure or sports; rowing boats and canoes,,Other vessels for pleasure or sports; rowing boats and canoe...,,,,,[],"['8903.10', '8903.92', '8903.99']",,[]
P495,"Railway and tramway locomotives and rolling stock, and parts thereof",,"Railway and tramway locomotives and rolling stock, and parts...",,,,,[],,,[]
P4951,Rail locomotives and locomotive tenders,,Rail locomotives and locomotive tenders,,,,,[],,,[]
P49511,Rail locomotives powered from an external source of electricity,,Rail locomotives powered from an external source of electric...,,,,,[],['8601.10'],,[]
P49512,Diesel-electric locomotives,,Diesel-electric locomotives,,,,,[],['8602.10'],,[]
P49519,Other rail locomotives; locomotive tenders,,Other rail locomotives; locomotive tenders,,,,,[],"['8601.20', '8602.90']",,[]
P4952,"Self-propelled railway or tramway coaches, vans and trucks (except maintenance or service vehicles)",,"Self-propelled railway or tramway coaches, vans and trucks (...",,,,,[],,,[]
P49520,"Self-propelled railway or tramway coaches, vans and trucks (except maintenance or service vehicles)",,"Self-propelled railway or tramway coaches, vans and trucks (...",,,,,[],"['8603.10', '8603.90']",,[]
P4953,Other rolling stock; railway or tramway track fixtures and fittings; mechanical traffic control equipment for transport facilities,,Other rolling stock; railway or tramway track fixtures and f...,,,,,[],,,[]
P49531,"Railway or tramway maintenance or service vehicles, whether or not self-propelled",,"Railway or tramway maintenance or service vehicles, whether ...",,,,,[],['8604.00'],,[]
P49532,"Railway or tramway passenger coaches, not self-propelled; luggage vans, post office coaches and other special-purpose railway or tramway coaches, not self-propelled (except maintenance or service vehicles)",,"Railway or tramway passenger coaches, not self-propelled; lu...",,,,,[],['8605.00'],,[]
P49533,"Railway or tramway goods vans and wagons, not self-propelled",,"Railway or tramway goods vans and wagons, not self-propelled...",,,,,[],"['8606.10', '8606.30', '8606.91', '8606.92', '8606.99']",,[]
P4954,"Parts of railway or tramway locomotives or rolling stock; railway or tramway track fixtures and fittings, and parts thereof; mechanical (including electromechanical) signalling, safety or traffic control equipment for railways, tramways, roads, inland waterways, parking facilities, port installations or airfields, and parts thereof",,Parts of railway or tramway locomotives or rolling stock; ra...,,,,,[],,,[]
P49540,"Parts of railway or tramway locomotives or rolling stock; railway or tramway track fixtures and fittings, and parts thereof; mechanical (including electromechanical) signalling, safety or traffic control equipment for railways, tramways, roads, inland waterways, parking facilities, port installations or airfields, and parts thereof",,Parts of railway or tramway locomotives or rolling stock; ra...,,,,,[],"['8607.11', '8607.12', '8607.19', '8607.21', '8607.29', '8607.30', '8607.91', '8607.99', '8608.00']",,[]
P496,"Aircraft and spacecraft, and parts thereof",,"Aircraft and spacecraft, and parts thereof",,,,,[],,,[]
P4961,"Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft",,"Balloons and dirigibles; gliders, hang gliders and other non...",,,,,[],,,[]
P49610,"Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft",,"Balloons and dirigibles; gliders, hang gliders and other non...",,,,,[],['8801.00'],,[]
P4962,Aeroplanes and helicopters,,Aeroplanes and helicopters,,,,,[],,,[]
P49621,Helicopters,,Helicopters,,,,,[],"['8802.11', '8802.12']",,[]
P49622,Aeroplanes and other powered aircraft of an unladen weight not exceeding 2000 kg,,Aeroplanes and other powered aircraft of an unladen weight n...,,,,,[],['8802.20'],,[]
P49623,Aeroplanes and other powered aircraft of an unladen weight exceeding 2000 kg,,Aeroplanes and other powered aircraft of an unladen weight e...,,,,,[],"['8802.30', '8802.40']",,[]
P4963,Spacecraft and spacecraft launch vehicles,,Spacecraft and spacecraft launch vehicles,,,,,[],,,[]
